 ,Area,X,Y,Slice
206,973.461,688.024,536.280,1
207,402.396,1003.188,530.346,1
208,1401.158,3935.443,543.815,1
209,671.062,2402.712,548.820,1
210,1240.119,6050.080,552.272,1
211,487.935,1381.448,548.237,1
212,449.784,631.387,549.382,1
213,485.927,1168.017,551.995,1
214,346.976,243.463,551.787,1
215,821.257,3501.911,559.167,1
216,1030.487,2082.316,570.531,1
217,395.167,2751.839,558.925,1
218,1132.894,5158.144,568.392,1
219,2048.124,2233.554,585.265,1
220,61.042,1141.085,555.683,1
221,1129.279,4650.266,573.000,1
222,657.408,1985.036,569.546,1
223,217.262,654.869,566.922,1
224,852.983,3149.857,575.642,1
225,644.557,1446.756,576.279,1
226,734.513,3279.076,577.885,1
227,1247.749,4361.391,583.005,1
228,1275.459,5356.533,582.960,1
229,738.529,2372.330,585.518,1
230,1026.471,1008.679,596.832,1
231,1291.121,3195.744,598.577,1
232,320.471,137.071,589.695,1
233,446.973,913.149,597.419,1
234,2321.608,4985.033,613.241,1
235,300.391,631.431,604.478,1
236,333.724,1329.043,608.307,1
237,417.657,3820.379,608.285,1
238,534.922,2946.367,611.854,1
239,1066.229,1494.304,616.666,1
240,233.325,59.547,615.591,1
241,178.709,932.576,614.677,1
242,530.103,434.969,621.370,1
243,350.591,463.743,620.418,1
244,928.884,1186.209,628.615,1
245,430.508,1288.259,618.572,1
246,1416.418,5130.941,629.733,1
247,1987.885,4176.500,637.223,1
248,2965.362,4330.320,639.849,1
249,160.637,2288.878,621.134,1
250,881.496,3417.129,629.049,1
251,1535.290,3990.797,642.866,1
252,479.903,2505.636,628.561,1
253,308.423,4861.005,632.869,1
254,1045.748,2698.889,639.360,1
255,1029.283,3144.131,644.774,1
256,800.776,3552.919,648.376,1
257,451.792,3630.432,646.399,1
258,340.952,402.836,647.867,1
259,422.074,78.382,649.156,1
260,1193.132,5664.537,657.121,1
261,552.190,2145.134,653.133,1
262,231.317,5194.480,653.711,1
263,1169.438,1490.492,660.038,1
264,448.178,47.488,657.812,1
265,851.778,3304.510,660.722,1
266,102.808,5239.544,655.260,1
267,1293.932,1232.300,687.914,1
268,128.108,761.355,668.988,1
269,1099.561,4551.309,683.095,1
270,806.398,4723.950,677.920,1
271,672.266,3610.176,679.472,1
272,106.021,852.383,674.799,1
273,1217.630,4930.091,687.174,1
274,325.692,2036.332,687.955,1
275,359.426,2216.633,694.528,1
276,462.635,4257.710,690.325,1
277,519.661,1992.735,694.318,1
278,1301.161,5522.473,705.724,1
279,426.090,1420.801,698.780,1
280,1420.032,4967.899,709.402,1
281,509.220,563.550,702.792,1
282,783.106,1369.563,705.012,1
283,158.228,2650.137,702.369,1
284,1094.341,4466.051,708.388,1
285,549.379,2456.149,703.513,1
286,719.253,3109.178,713.873,1
287,438.941,1515.393,714.315,1
288,907.198,2937.645,724.066,1
289,270.272,905.803,720.735,1
290,1176.266,2824.709,731.973,1
291,255.815,2048.217,724.022,1
292,275.091,2020.599,728.460,1
293,316.455,720.253,729.707,1
294,408.822,955.290,736.098,1
295,154.212,5226.025,730.883,1
296,2126.836,5627.606,751.206,1
297,2245.707,3208.249,759.259,1
298,571.868,4417.941,752.880,1
299,1567.819,5761.909,750.196,1
300,1269.837,5285.138,755.807,1
301,679.094,3725.850,751.891,1
302,1126.870,4755.060,755.121,1
303,611.626,790.253,757.205,1
304,364.245,2078.489,759.563,1
305,587.530,3329.890,760.778,1
306,70.680,1953.897,759.981,1
307,1370.235,4586.678,773.375,1
308,405.207,2051.292,775.751,1
309,1056.992,3652.593,785.630,1
310,708.811,1064.293,783.865,1
311,247.381,1941.476,779.324,1
312,3906.294,5944.648,803.760,1
313,356.614,2430.369,790.812,1
314,886.315,3231.719,798.327,1
315,571.868,1220.126,799.478,1
316,424.885,504.008,798.656,1
317,927.680,3390.821,802.298,1
318,647.368,2529.630,803.238,1
319,725.277,2260.395,810.214,1
320,215.254,1585.187,804.154,1
321,1397.543,5129.431,817.534,1
322,732.505,5301.078,816.861,1
323,271.477,155.627,810.527,1
324,2412.368,4405.292,832.678,1
325,480.707,1941.174,820.639,1
326,835.313,3853.120,825.550,1
327,1718.014,4811.907,831.571,1
328,413.239,695.043,824.627,1
329,600.783,3469.241,827.220,1
330,556.608,1710.477,830.392,1
331,359.827,4520.007,835.778,1
332,696.764,3547.889,845.085,1
333,344.165,1071.555,848.217,1
334,2199.926,2715.104,867.320,1
335,725.678,1860.920,855.026,1
336,1540.912,6072.462,866.047,1
337,475.486,2790.375,856.264,1
338,316.857,463.416,858.496,1
339,407.617,235.795,864.700,1
340,1436.096,4546.231,876.315,1
341,1024.865,4833.397,874.446,1
342,826.478,3674.680,874.103,1
343,1158.595,2008.665,890.513,1
344,734.513,3764.584,875.302,1
345,971.453,3871.125,879.951,1
346,1037.716,5435.302,878.279,1
347,322.077,1310.188,881.963,1
348,790.335,3530.763,890.556,1
349,872.260,1638.921,891.699,1
350,840.534,3484.426,895.519,1
351,846.558,2184.422,896.934,1
352,879.890,2905.596,897.237,1
353,1059.804,4177.930,899.408,1
354,379.907,2301.412,894.468,1
355,829.289,2450.397,901.738,1
356,615.240,2850.962,903.019,1
357,775.074,2366.570,908.962,1
358,241.759,1881.391,902.727,1
359,1167.430,4668.941,913.311,1
360,1098.758,5732.893,916.536,1
361,455.005,2131.232,914.054,1
362,1039.724,3000.216,919.444,1
363,2166.995,5373.118,928.268,1
364,1213.614,3452.555,928.236,1
365,595.562,1450.946,927.189,1
366,1038.519,3326.252,936.898,1
367,478.297,1193.928,932.094,1
368,716.442,2493.533,936.123,1
369,2512.767,4866.119,942.193,1
370,630.902,3727.465,938.475,1
371,956.996,4075.549,942.813,1
372,452.997,3596.349,944.889,1
373,363.843,56.051,947.465,1
374,581.506,2972.987,953.431,1
375,430.909,955.929,953.593,1
376,1505.170,3251.340,966.671,1
377,304.809,1022.029,952.997,1
378,515.244,1378.189,955.230,1
379,507.212,2236.085,956.040,1
380,671.463,3067.819,959.086,1
381,712.827,2909.157,962.181,1
382,631.304,2634.211,961.132,1
383,2023.627,3408.540,983.803,1
384,379.907,640.902,967.364,1
385,718.450,4046.169,972.859,1
386,681.102,4729.633,973.409,1
387,330.913,1136.014,983.228,1
388,1466.617,5035.150,996.119,1
389,1100.766,5514.985,996.193,1
390,952.177,2655.915,995.825,1
391,615.240,1549.103,993.571,1
392,208.828,2404.402,993.390,1
393,275.493,1103.324,1000.255,1
394,2090.693,4107.749,1029.177,1
395,538.536,788.140,1010.824,1
396,260.232,197.680,1016.619,1
397,1284.294,4317.951,1024.175,1
398,205.616,4456.907,1010.773,1
399,292.761,660.906,1018.988,1
400,698.772,2723.381,1024.633,1
401,1227.669,4176.257,1028.864,1
402,716.442,3873.496,1030.047,1
403,667.849,2394.904,1036.825,1
404,282.721,603.073,1034.609,1
405,573.073,912.411,1035.459,1
406,813.627,3713.731,1043.852,1
407,1186.707,4015.910,1050.738,1
408,653.392,2497.943,1050.309,1
409,785.917,4834.330,1055.432,1
410,976.272,1748.465,1060.984,1
411,367.859,2295.208,1054.302,1
412,1068.237,4486.568,1061.529,1
413,534.520,962.165,1069.124,1
414,638.533,3229.746,1065.851,1
415,157.023,579.632,1059.570,1
416,4582.978,4144.601,1096.004,1
417,262.642,492.099,1071.370,1
418,402.396,1975.115,1077.400,1
419,1024.865,3176.715,1084.287,1
420,960.610,5218.078,1089.622,1
421,171.480,64.772,1087.832,1
422,828.888,5026.696,1100.619,1
423,527.291,1246.243,1099.914,1
424,952.578,3862.160,1104.864,1
425,642.147,2569.320,1106.706,1
426,773.869,2233.742,1118.217,1
427,2476.222,5687.231,1124.544,1
428,897.560,4015.913,1116.541,1
429,385.529,5549.472,1112.463,1
430,440.949,1709.529,1112.564,1
431,439.343,1948.985,1114.649,1
432,191.560,981.412,1113.318,1
433,51.404,4527.250,1110.266,1
434,375.891,4818.108,1118.171,1
435,506.810,2016.967,1119.869,1
436,279.910,1128.198,1121.020,1
437,658.211,3621.091,1127.691,1
438,260.634,1182.443,1125.426,1
439,272.280,987.951,1127.736,1
440,740.136,2432.135,1134.557,1
441,320.471,1562.764,1132.297,1
442,789.933,3541.843,1137.408,1
443,484.723,2295.014,1135.334,1
444,992.336,4243.874,1139.514,1
445,607.208,5407.840,1142.654,1
446,3189.049,5015.575,1163.046,1
447,1375.054,5787.333,1152.328,1
448,364.646,1136.209,1148.054,1
449,702.386,3871.976,1156.892,1
450,1452.160,4083.605,1169.306,1
451,74.295,79.743,1147.986,1
452,411.633,2931.218,1154.733,1
453,1287.105,4645.617,1164.993,1
454,982.698,2525.108,1165.839,1
455,290.753,1002.323,1160.311,1
456,1049.764,3250.362,1172.536,1
457,365.450,564.500,1165.409,1
458,383.923,1383.016,1168.258,1
459,2270.606,5845.427,1180.311,1
460,1271.041,4350.613,1179.405,1
461,864.228,5335.137,1177.162,1
462,801.178,1540.398,1192.461,1
463,1109.601,5160.380,1197.645,1
464,237.341,66.654,1192.397,1
465,2337.672,5905.183,1222.719,1
466,1198.353,6028.364,1208.486,1
467,443.760,1025.373,1216.371,1
468,368.261,1947.105,1216.025,1
469,315.652,1129.467,1216.825,1
470,535.323,2889.513,1222.304,1
471,1184.297,4121.235,1228.110,1
472,486.329,1487.295,1224.998,1
473,638.533,3173.476,1227.674,1
474,465.848,4455.419,1226.113,1
475,328.905,1568.442,1228.784,1
476,986.312,4750.211,1234.311,1
477,333.724,700.461,1230.594,1
478,479.502,2418.883,1236.925,1
479,445.367,354.815,1236.205,1
480,363.040,1358.919,1244.051,1
481,330.109,1322.539,1245.774,1
482,334.125,1387.808,1247.131,1
483,866.236,3656.122,1255.382,1
484,949.767,4940.183,1259.768,1
485,414.444,469.382,1256.815,1
486,565.443,5322.963,1262.095,1
487,320.873,226.729,1259.784,1
488,430.508,4655.922,1260.693,1
489,283.123,1107.415,1259.199,1
490,827.683,3717.298,1265.322,1
491,806.398,3909.509,1264.719,1
492,765.838,2182.558,1267.067,1
493,951.374,3850.771,1268.643,1
494,287.541,313.232,1272.050,1
495,187.544,409.669,1273.986,1
496,444.965,1254.579,1278.218,1
497,567.049,3429.065,1285.752,1
498,1363.408,5137.912,1296.853,1
499,430.508,5573.958,1294.097,1
500,240.956,2194.613,1295.243,1
501,844.951,6161.917,1302.846,1
502,474.683,2432.163,1298.420,1
503,330.109,376.893,1299.054,1
504,755.798,3064.353,1304.516,1
505,443.359,835.136,1305.672,1
506,1441.317,5930.072,1314.134,1
507,471.872,140.418,1307.993,1
508,566.648,2605.986,1312.366,1
509,724.875,2236.029,1314.033,1
510,275.493,188.648,1309.710,1
511,859.007,4681.816,1321.066,1
512,395.167,4269.789,1318.918,1
513,397.979,1164.413,1318.975,1
514,965.028,1383.552,1327.796,1
515,244.972,424.879,1320.025,1
516,366.253,1866.338,1324.031,1
517,140.959,206.274,1322.532,1
518,750.979,3906.415,1334.855,1
519,941.334,5641.280,1339.588,1
520,571.868,4054.234,1334.168,1
521,1712.794,4179.197,1354.749,1
522,799.973,4853.657,1347.965,1
523,560.222,106.143,1347.936,1
524,615.240,2832.429,1347.611,1
525,359.827,3012.403,1344.967,1
526,112.446,3485.859,1338.919,1
527,260.232,388.440,1343.378,1
528,103.611,135.224,1342.306,1
529,521.268,2516.117,1354.140,1
530,408.018,3663.269,1355.990,1
531,1156.587,5729.349,1371.243,1
532,194.371,74.298,1362.903,1
533,263.043,1664.075,1364.155,1
534,308.423,3862.161,1365.435,1
535,239.751,2963.935,1368.672,1
536,703.591,5788.855,1377.538,1
537,439.744,1610.700,1379.227,1
538,520.866,2198.657,1380.034,1
539,894.749,4776.529,1383.797,1
540,1350.557,5129.636,1388.459,1
541,1453.365,4865.519,1392.520,1
542,654.998,2974.485,1391.528,1
543,2654.529,3987.385,1421.240,1
544,269.067,62.954,1386.456,1
545,404.806,2442.787,1390.430,1
546,619.658,3886.062,1395.151,1
547,780.697,4140.172,1394.139,1
548,2200.327,5062.549,1406.368,1
549,539.741,4091.438,1396.043,1
550,903.986,3638.921,1400.032,1
551,102.808,5814.956,1400.507,1
552,842.542,1678.848,1414.019,1
553,296.777,2269.525,1404.796,1
554,461.430,2521.150,1408.076,1
555,1566.614,5848.147,1419.667,1
556,305.612,464.487,1409.842,1
557,249.791,549.497,1413.765,1
558,273.485,165.886,1415.985,1
559,352.599,2100.439,1418.057,1
560,426.893,3050.521,1417.848,1
561,339.346,1139.600,1419.007,1
562,787.122,4679.166,1426.422,1
563,404.404,186.239,1425.115,1
564,292.360,679.136,1422.226,1
565,383.521,2867.384,1424.344,1
566,585.924,312.968,1431.403,1
567,347.378,2313.360,1428.054,1
568,579.097,2787.696,1438.886,1
569,672.266,4454.371,1438.407,1
570,1301.964,5948.418,1444.000,1
571,293.163,1868.492,1435.597,1
572,571.467,1801.464,1441.186,1
573,401.593,2008.172,1443.459,1
574,399.987,1759.113,1445.452,1
575,199.190,2427.578,1443.727,1
576,257.019,4800,1444.360,1
577,248.184,1972.724,1445.443,1
578,426.090,1497.001,1448.276,1
579,234.129,167.493,1453.549,1
580,800.375,3533.569,1459.641,1
581,491.550,5092.988,1457.376,1
582,636.525,2581.072,1460.577,1
583,418.861,3180.583,1461.343,1
584,266.256,1732.247,1468.415,1
585,989.525,5173.837,1478.758,1
586,1157.391,4089.960,1480.907,1
587,578.294,3488.602,1476.187,1
588,740.136,2962.528,1481.832,1
589,362.237,1203.709,1484.093,1
590,680.298,3442.280,1490.935,1
591,1224.457,5444.989,1496.059,1
592,463.037,87.418,1490.606,1
593,572.671,1315.454,1493.289,1
594,371.875,1583.453,1488.627,1
595,219.270,199.761,1492.725,1
596,595.161,3178.336,1500.512,1
597,120.879,2346.823,1493.816,1
598,778.689,3140.427,1509.357,1
599,851.377,5397.474,1512.239,1
600,264.650,49.107,1504.466,1
601,1220.441,5819.875,1516.868,1
602,141.762,867.925,1505.695,1
603,290.753,2290.868,1510.651,1
604,1417.623,4435.107,1515.390,1
605,273.083,215.960,1514.279,1
606,674.676,4365.428,1521.083,1
607,767.846,1230.691,1525.767,1
608,284.328,1813.961,1518.378,1
609,1089.521,4040.795,1529.890,1
610,323.282,296.352,1525.910,1
611,124.092,921.734,1521.986,1
612,654.596,3218.379,1528.954,1
613,569.860,3256.279,1534.383,1
614,331.314,1942.857,1533.561,1
615,612.831,616.553,1542.112,1
616,109.233,1466.273,1535.069,1
617,179.914,4986.783,1541.554,1
618,146.983,34.174,1543.574,1
619,1110.404,5663.497,1556.712,1
620,544.962,3520.212,1554.383,1
621,1924.433,5924.486,1567.400,1
622,949.767,3321.893,1561.830,1
623,1289.113,6051.983,1565.106,1
624,394.364,2118.615,1560.143,1
625,979.083,3092.796,1567.987,1
626,424.484,1873.107,1559.682,1
627,816.438,3718.945,1566.102,1
628,51.404,5875.792,1553.866,1
629,304.006,77.386,1561.757,1
630,461.832,1741.407,1564.210,1
631,1215.622,4340.474,1576.567,1
632,532.512,1363.338,1573.374,1
633,876.276,3477.785,1575.885,1
634,925.672,4829.794,1578.076,1
635,261.437,857.028,1570.534,1
636,672.266,2427.238,1579.836,1
637,1055.386,4728.347,1587.136,1
638,395.167,1930.536,1581.159,1
639,480.305,2729.068,1582.413,1
640,1195.140,3133.958,1591.985,1
641,102.808,5487.959,1576.679,1
642,547.773,2681.536,1586.841,1
643,565.844,2542.917,1597.341,1
644,269.870,2852.556,1592.914,1
645,1229.276,5558.316,1604.221,1
646,650.179,2594.967,1606.848,1
647,214.049,705.036,1607.847,1
648,2016.799,3583.730,1638.456,1
649,360.630,1602.353,1610.289,1
650,187.544,1218.829,1612.492,1
651,624.075,2128.395,1621.229,1
652,673.471,3216.085,1621.119,1
653,1763.796,6044.969,1632.466,1
654,510.826,4510.594,1624.716,1
655,557.009,3077.907,1626.741,1
656,199.993,243.662,1622.199,1
657,520.063,1806.963,1628.933,1
658,814.029,3455.509,1631.362,1
659,569.860,3685.401,1636.962,1
660,410.830,1258.474,1644.000,1
661,384.726,1377.456,1646.818,1
662,411.633,2387.362,1644.830,1
663,2056.156,5251.687,1668.092,1
664,459.021,3885.446,1652.384,1
665,402.798,1534.590,1655.522,1
666,366.253,1948.745,1650.940,1
667,306.415,865.230,1655.699,1
668,1651.752,4678.780,1664.091,1
669,287.942,1083.469,1666.677,1
670,867.039,1230.089,1674.866,1
671,322.881,1651.218,1677.005,1
672,642.549,3869.279,1678.376,1
673,569.057,3083.507,1679.034,1
674,846.959,3961.989,1683.474,1
675,487.132,355.178,1680.410,1
676,754.593,4197.001,1689.085,1
677,681.102,5804.683,1693.090,1
678,954.185,6040.116,1693.122,1
679,712.024,4806.011,1695.488,1
680,310.431,1189.384,1693.223,1
681,352.197,1128.672,1694.430,1
682,314.849,1882.860,1697.681,1
683,532.111,2349.041,1699.563,1
684,380.308,3231.993,1700.786,1
685,476.691,3140.422,1706.644,1
686,1035.708,2734.706,1715.669,1
687,404.404,1563.963,1710.004,1
688,414.042,889.287,1713.053,1
689,673.873,2935.725,1715.592,1
690,546.166,3000.681,1718.648,1
691,1184.699,4452.224,1725.164,1
692,907.198,4632.305,1723.250,1
693,203.608,266.540,1716.916,1
694,309.227,3316.495,1720.791,1
695,333.322,1178.516,1725.165,1
696,359.827,5956.907,1726.236,1
697,292.761,119.076,1729.291,1
698,215.655,1294.486,1730.804,1
699,924.467,4744.294,1737.446,1
700,1212.007,5440.040,1742.129,1
701,459.824,3192.627,1738.507,1
702,901.576,3428.789,1742.803,1
703,705.197,1331.773,1742.077,1
704,1479.468,2321.310,1755.436,1
705,626.886,1991.905,1742.111,1
706,581.908,2944.021,1749.789,1
707,525.685,2277.234,1748.632,1
708,586.727,4585.499,1757.450,1
709,378.702,611.426,1762.114,1
710,1803.554,4652.954,1773.775,1
711,1112.011,4085.749,1770.991,1
712,706.803,3254.770,1770.862,1
713,290.352,291.310,1765.665,1
714,438.941,1732.311,1767.182,1
715,866.637,3705.522,1771.998,1
716,126.100,1858.890,1774.691,1
717,283.926,2210.795,1778.399,1
718,565.443,4380.460,1786.613,1
719,549.781,2421.697,1787.997,1
720,609.618,2600.598,1799.784,1
721,917.640,4732.270,1802.147,1
722,363.843,1383.516,1799.556,1
723,1346.139,5520.404,1809.008,1
724,1105.987,5820.278,1813.206,1
725,465.848,3668.490,1809.784,1
726,701.583,4285.505,1810.100,1
727,77.106,6094.635,1805.661,1
728,825.273,4032.884,1824.903,1
729,887.119,5003.710,1827.252,1
730,375.891,1397.221,1823.178,1
731,188.749,414.899,1822.958,1
732,494.762,4755.319,1827.233,1
733,1212.007,5209.819,1835.929,1
734,344.968,703.926,1836.387,1
735,403.601,3220.307,1844.218,1
736,288.745,1895.974,1848.615,1
737,444.162,3103.805,1850.701,1
738,238.948,3143.130,1847.948,1
739,299.187,565.879,1850.125,1
740,373.883,2176.652,1851.726,1
741,705.197,4178.820,1856.087,1
742,4786.184,6138.963,1915.975,1
743,191.560,285.368,1854.100,1
744,444.162,1387.785,1860.554,1
745,945.350,4231.562,1866.849,1
746,914.829,2749.813,1865.899,1
747,785.516,4890.875,1867.796,1
748,242.562,1206.877,1865.088,1
749,501.188,2569.823,1868.946,1
750,335.330,1857.391,1869.597,1
751,848.566,3322.263,1876.819,1
752,399.585,2673.994,1875.984,1
753,381.112,3665.324,1874.026,1
754,156.220,4.285,1876.863,1
755,170.275,1310.358,1873.510,1
756,307.219,3200.092,1875.957,1
757,2048.124,5114.783,1899.753,1
758,581.506,3448.546,1892.568,1
759,61.042,3067.024,1891.402,1
760,2002.744,4266.459,1925.035,1
761,658.211,4456.573,1903.801,1
762,286.336,639.184,1900.922,1
763,317.258,3410.711,1900.819,1
764,328.503,1943.149,1902.621,1
765,160.236,57.018,1903.343,1
766,775.476,2467.862,1912.497,1
767,496.369,1580.672,1912.663,1
768,1053.780,4755.106,1917.489,1
769,182.323,1261.343,1908.050,1
770,662.628,3627.258,1916.657,1
771,254.610,853.974,1915.487,1
772,690.338,2225.751,1922.006,1
773,282.320,1112.750,1923.914,1
774,385.128,340.906,1927.658,1
775,354.607,301.662,1926.101,1
776,295.974,1852.668,1926.209,1
777,362.638,2800.991,1938.053,1
778,1486.697,6077.094,1949.562,1
779,260.634,3014.178,1940.516,1
780,236.137,413.638,1946.500,1
781,212.844,487.430,1945.597,1
782,264.650,1046.204,1948.412,1
783,336.936,1116.735,1956.656,1
784,928.483,4867.348,1962.277,1
785,241.759,782.497,1957.440,1
786,160.637,173.015,1961.022,1
787,567.049,1081.073,1961.691,1
788,724.474,3223.064,1966.683,1
789,685.519,3262.812,1970.516,1
790,308.423,83.013,1968.629,1
791,1375.456,4162.342,1982.616,1
792,640.541,4509.112,1973.157,1
793,318.062,1389.119,1975.264,1
794,607.208,3546.642,1982.648,1
795,392.758,972.929,1978.218,1
