 ,Area,X,Y,Slice
10053,278.304,1910.994,507.405,7
10054,766.641,601.617,520.906,7
10055,993.139,3986.080,520.033,7
10056,1312.004,5185.120,528.424,7
10057,503.999,1447.906,525.136,7
10058,406.010,2724.900,523.915,7
10059,202.403,125.684,526.410,7
10060,1205.983,4097.777,537.635,7
10061,102.808,5323.194,525.982,7
10062,432.917,327.204,531.060,7
10063,293.564,973.254,534.112,7
10064,436.933,4838.142,539.029,7
10065,371.473,616.290,545.463,7
10066,212.443,212.708,545.233,7
10067,367.056,574.701,550.500,7
10068,585.121,2451.492,555.007,7
10069,934.105,2038.701,567.219,7
10070,1170.643,1023.234,579.152,7
10071,281.918,1480.321,564.023,7
10072,456.210,1436.710,567.736,7
10073,977.477,3991.092,572.396,7
10074,1130.886,5470.432,575.785,7
10075,587.932,2262.220,571.615,7
10076,731.702,3409.852,573.470,7
10077,1675.445,3142.013,595.604,7
10078,408.420,548.516,589.994,7
10079,755.798,2706.019,592.656,7
10080,708.811,2136.130,594.597,7
10081,1310.799,4680.593,600.031,7
10082,363.040,492.545,591.204,7
10083,185.134,2312.420,591.227,7
10084,575.081,4927.486,599.628,7
10085,691.543,3250.493,599.592,7
10086,2509.554,4371.597,617.763,7
10087,141.361,609.510,597.081,7
10088,431.712,95.219,602.876,7
10089,493.959,1422.281,604.639,7
10090,2432.850,4193.732,623.908,7
10091,462.635,1254.564,610.006,7
10092,575.081,3576.086,609.905,7
10093,526.890,2919.909,611.143,7
10094,644.557,1910.783,613.919,7
10095,486.731,2260.802,612.344,7
10096,644.155,2541.779,615.786,7
10097,565.844,2594.540,618.456,7
10098,802.383,3211.703,618.962,7
10099,1207.991,5062.508,621.700,7
10100,558.214,1489.555,622.689,7
10101,903.584,884.966,626.575,7
10102,356.614,56.420,625.181,7
10103,539.741,369.543,628.916,7
10104,428.901,1096.835,627.969,7
10105,205.616,2694.243,628.555,7
10106,395.167,310.703,632.689,7
10107,856.598,1456.129,643.651,7
10108,993.541,4007.856,642.095,7
10109,365.851,118.960,647.603,7
10110,232.121,272.946,654.179,7
10111,379.104,3904.930,653.093,7
10112,1211.204,5754.241,666.611,7
10113,1289.113,5078.118,669.518,7
10114,444.965,2427.864,664.508,7
10115,86.744,3844.247,656.703,7
10116,780.697,3683.666,670.675,7
10117,1118.838,3270.127,674.387,7
10118,1220.441,4199.134,678.306,7
10119,1709.581,3098.365,691.474,7
10120,436.531,1021.626,681.030,7
10121,1123.255,4557.932,693.168,7
10122,725.678,3627.702,686.661,7
10123,426.893,484.718,685.675,7
10124,340.952,1312.370,685.889,7
10125,122.084,806.084,684.010,7
10126,279.107,1978.302,686.994,7
10127,922.057,4265.172,694.822,7
10128,404.404,1947.824,699.287,7
10129,353.402,3740.563,704.229,7
10130,183.528,1186.165,700.049,7
10131,1094.341,3151.363,715.902,7
10132,1242.127,5023.189,712.410,7
10133,116.864,1148.262,703.297,7
10134,272.682,1846.005,708.238,7
10135,179.914,4789.788,709.397,7
10136,499.983,626.866,714.303,7
10137,404.002,2031.217,715.870,7
10138,255.413,581.706,716.552,7
10139,1104.782,2800.742,726.334,7
10140,495.967,1043.712,728.404,7
10141,238.546,1958.696,725.139,7
10142,909.206,4518.623,734.080,7
10143,1695.525,3316.893,742.431,7
10144,359.024,903.833,735.547,7
10145,96.382,1909.157,734.252,7
10146,179.914,4268.332,731.124,7
10147,1068.639,3924.673,748.485,7
10148,290.352,1205.865,742.113,7
10149,1675.847,5086.007,754.274,7
10150,366.654,2141.827,746.741,7
10151,1209.598,2672.612,759.840,7
10152,420.869,4417.828,760.282,7
10153,1112.814,1005.422,771.329,7
10154,825.273,4138.627,763.722,7
10155,622.469,1343.749,764.669,7
10156,540.142,1406.228,765.804,7
10157,1492.721,5346.193,769.901,7
10158,2284.260,5676.587,789.958,7
10159,806.398,2967.789,769.471,7
10160,1480.271,4656.397,775.981,7
10161,732.907,3231.207,774.137,7
10162,3922.358,5948.665,801.477,7
10163,724.875,3627.418,781.442,7
10164,315.250,936.725,779.330,7
10165,465.848,4601.530,784.561,7
10166,446.571,473.172,784.875,7
10167,2808.741,4860.790,814.226,7
10168,659.416,3707.042,792.475,7
10169,179.914,70.458,786.866,7
10170,257.823,796.360,794.739,7
10171,558.616,1883.794,796.705,7
10172,504.401,3453.037,798.513,7
10173,591.145,6108.448,799.140,7
10174,1387.905,3750.790,812.201,7
10175,1503.564,5612.676,814.803,7
10176,749.774,3223.953,811.552,7
10177,715.237,2237.952,816.308,7
10178,379.104,2382.674,810.598,7
10179,714.835,2514.742,817.268,7
10180,821.257,656.534,820.858,7
10181,2048.124,3969.641,825.800,7
10182,102.808,4460.076,812.421,7
10183,2982.630,5333.597,833.692,7
10184,481.510,577.263,823.525,7
10185,199.592,1490.046,822.359,7
10186,160.637,1690.444,825.868,7
10187,415.649,980.244,832.269,7
10188,598.373,1662.993,835.799,7
10189,269.870,163.365,833.880,7
10190,203.608,1834.634,831.767,7
10191,898.363,2449.735,843.488,7
10192,406.814,2872.088,837.586,7
10193,325.290,380.017,838.423,7
10194,769.050,2169.303,848.960,7
10195,710.016,4521.737,854.082,7
10196,382.316,1992.909,853.427,7
10197,1360.597,5248.360,866.661,7
10198,548.576,1342.049,860.888,7
10199,167.063,2262.845,856.391,7
10200,738.128,1528.339,865.354,7
10201,513.236,1775.180,862.892,7
10202,1275.459,4570.586,869.327,7
10203,797.162,3856.181,870.199,7
10204,778.287,3152.269,870.606,7
10205,679.897,3678.687,874.678,7
10206,607.610,8.848,881.711,7
10207,425.688,1854.874,873.431,7
10208,1049.362,4464.822,883.296,7
10209,574.679,1958.546,881.420,7
10210,719.253,3265.564,883.839,7
10211,370.269,1988.783,884.065,7
10212,1683.477,6053.919,895.511,7
10213,842.542,3719.536,888.856,7
10214,1132.492,4867.700,894.119,7
10215,418.861,2128.228,890.074,7
10216,846.558,3407.609,896.212,7
10217,1401.559,3506.560,897.914,7
10218,636.123,3647.559,896.644,7
10219,884.709,2354.695,899.027,7
10220,813.627,2738.837,896.531,7
10221,1361.801,2915.761,912.007,7
10222,270.674,913.906,893.663,7
10223,354.205,1439.064,898.987,7
10224,308.423,946.566,909.386,7
10225,658.612,4091.862,912.489,7
10226,401.994,2829.843,912.008,7
10227,652.588,1163.147,918.890,7
10228,1367.424,3317.222,927.501,7
10229,5882.934,4137.451,960.179,7
10230,924.467,3465.281,926.215,7
10231,1125.665,3076.210,931.791,7
10232,1744.118,4730.029,943.598,7
10233,1182.289,5804.568,935.003,7
10234,605.602,3012.524,933.975,7
10235,1246.544,4886.469,943.779,7
10236,539.339,2167.049,938.186,7
10237,2092.700,4052.506,957.214,7
10238,324.487,2072.974,941.640,7
10239,427.696,851.100,946.955,7
10240,728.088,3942.453,951.925,7
10241,206.017,595.317,945.033,7
10242,332.117,1451.529,951.160,7
10243,3174.190,5455.931,971.876,7
10244,692.748,2895.658,962.143,7
10245,552.190,748.224,963.972,7
10246,237.743,2267.945,963.865,7
10247,271.878,597.387,965.973,7
10248,369.465,3418.593,968.031,7
10249,154.212,2389.523,971.694,7
10250,1909.173,4950.417,993.203,7
10251,1373.448,2645.624,1001.930,7
10252,195.174,604.371,983.264,7
10253,974.264,3273.377,992.085,7
10254,632.910,1384.197,990.859,7
10255,1152.973,3528.842,1004.129,7
10256,215.655,33.939,1003.766,7
10257,305.211,930.085,1002.742,7
10258,980.288,2422.535,1020.388,7
10259,420.869,5613.657,1010.790,7
10260,459.422,1507.823,1015.428,7
10261,1425.253,5073.410,1023.083,7
10262,411.231,3591.413,1016.080,7
10263,565.041,698.756,1027.190,7
10264,954.988,2715.312,1033.262,7
10265,225.695,142.616,1024.158,7
10266,867.039,3299.437,1039.760,7
10267,311.636,3423.174,1039.578,7
10268,240.956,4842.484,1041.280,7
10269,355.410,1878.725,1041.441,7
10270,385.529,5578.876,1039.121,7
10271,590.743,2614.290,1048.704,7
10272,1275.861,4308.274,1054.264,7
10273,369.465,4404.805,1046.413,7
10274,1056.591,1663.687,1053.050,7
10275,1189.518,4551.485,1066.350,7
10276,369.867,740.125,1059.284,7
10277,206.820,552.959,1066.050,7
10278,570.663,918.805,1072.031,7
10279,995.950,5589.386,1077.346,7
10280,376.293,2224.575,1077.102,7
10281,3082.627,4135.409,1096.334,7
10282,556.608,801.766,1086.686,7
10283,1108.798,3201.952,1098.346,7
10284,491.550,3999.317,1092.160,7
10285,271.878,587.547,1094.804,7
10286,317.258,402.094,1104.805,7
10287,163.850,922.275,1097.982,7
10288,780.295,2340.986,1106.472,7
10289,976.674,5127.496,1111.902,7
10290,805.997,3867.263,1113.291,7
10291,285.533,1531.266,1109.426,7
10292,523.276,1458.038,1120.915,7
10293,560.624,3665.557,1126.047,7
10294,771.058,5088.424,1134.852,7
10295,535.323,1015.049,1130.769,7
10296,490.746,1692.307,1131.858,7
10297,231.317,4933.108,1128.573,7
10298,541.749,2263.822,1133.718,7
10299,76.704,99.634,1129.694,7
10300,799.571,3907.471,1143.327,7
10301,740.537,1042.004,1155.808,7
10302,593.956,2553.980,1160.816,7
10303,282.721,5670.930,1156.124,7
10304,51.404,5982.256,1150.824,7
10305,409.223,734.982,1160.656,7
10306,425.287,2170.137,1160.315,7
10307,1844.114,3303.022,1183.152,7
10308,833.707,3804.063,1167.100,7
10309,1194.739,4320.807,1169.688,7
10310,1456.979,2494.353,1177.331,7
10311,275.493,477.668,1162.872,7
10312,2531.642,5138.148,1195.126,7
10313,801.178,2433.428,1173.194,7
10314,1169.840,4202.494,1184.679,7
10315,477.896,1984.086,1182.897,7
10316,792.343,4002.766,1187.846,7
10317,446.571,4470.044,1182.938,7
10318,222.081,344.046,1181.880,7
10319,973.060,4246.660,1192.342,7
10320,234.530,5411.328,1182.249,7
10321,236.137,977.593,1186.911,7
10322,571.467,3635.099,1191.116,7
10323,359.827,1900.687,1192.753,7
10324,722.466,3915.244,1199.252,7
10325,587.932,4787.675,1198.877,7
10326,353.402,825.794,1200.992,7
10327,532.914,898.461,1203.695,7
10328,495.164,1273.521,1203.200,7
10329,975.068,5257.781,1208.134,7
10330,719.654,5517.429,1208.966,7
10331,1362.203,5774.926,1215.116,7
10332,242.161,507.216,1207.112,7
10333,450.587,196.206,1213.373,7
10334,1253.773,4738.175,1223.802,7
10335,470.265,2142.451,1218.399,7
10336,1933.670,5888.207,1231.297,7
10337,977.075,2487.484,1227.293,7
10338,998.360,3691.759,1226.932,7
10339,102.808,5948.035,1215.463,7
10340,310.030,1522.547,1223.782,7
10341,277.501,1203.261,1231.753,7
10342,306.415,992.903,1231.524,7
10343,299.990,583.670,1237.515,7
10344,203.608,1041.666,1245.575,7
10345,2562.564,4077.980,1267.672,7
10346,791.540,3238.851,1259.781,7
10347,291.556,275.130,1258.477,7
10348,909.206,5514.847,1265.499,7
10349,809.611,5137.909,1266.201,7
10350,381.112,2407.076,1265.835,7
10351,409.223,290.293,1271.658,7
10352,273.886,116.107,1274.354,7
10353,892.339,4839.888,1279.567,7
10354,392.758,334.675,1277.016,7
10355,361.434,1239.610,1277.009,7
10356,1213.212,5091.373,1287.962,7
10357,478.699,5947.259,1283.878,7
10358,496.770,2880.875,1289.115,7
10359,786.319,3764.532,1294.398,7
10360,179.914,5385.117,1286.620,7
10361,929.688,3952.160,1295.047,7
10362,292.360,132.357,1301.494,7
10363,504.802,3501.568,1306.750,7
10364,185.938,259.311,1301.882,7
10365,589.940,701.561,1310.018,7
10366,361.835,1525.157,1306.529,7
10367,353.402,388.416,1310.793,7
10368,316.054,195.359,1319.793,7
10369,359.827,2885.023,1318.812,7
10370,475.084,1848.223,1323.775,7
10371,495.566,2124.499,1324.703,7
10372,3564.940,5967.082,1335.709,7
10373,77.106,6167.300,1315.589,7
10374,473.076,49.580,1329.746,7
10375,236.538,1223.148,1330.860,7
10376,69.074,141.388,1327.593,7
10377,530.504,1610.137,1336.400,7
10378,518.858,331.392,1348.798,7
10379,721.662,3075.082,1344.636,7
10380,827.683,1360.984,1350.691,7
10381,647.769,2157.824,1348.646,7
10382,616.847,5629.278,1348.542,7
10383,210.836,179.471,1343.560,7
10384,233.727,146.872,1349.382,7
10385,465.045,2029.332,1351.067,7
10386,710.016,4720.871,1354.219,7
10387,311.234,2554.384,1355.205,7
10388,479.100,1478.635,1365.211,7
10389,616.847,2773.440,1366.627,7
10390,366.253,1425.980,1364.193,7
10391,1416.820,6046.258,1372.416,7
10392,1036.913,4197.128,1376.042,7
10393,250.594,3474.249,1365.901,7
10394,883.504,5122.942,1378.710,7
10395,350.992,173.096,1373.876,7
10396,1137.311,5795.866,1386.162,7
10397,677.889,5752.042,1379.621,7
10398,313.644,597.338,1383.804,7
10399,2793.882,3884.591,1404.253,7
10400,206.017,115.218,1388.579,7
10401,458.217,2380.280,1393.498,7
10402,658.612,4014.801,1399.182,7
10403,672.266,2528.264,1402.980,7
10404,386.332,3973.605,1397.974,7
10405,326.897,1390.325,1401.900,7
10406,568.656,11.329,1413.709,7
10407,228.908,420.234,1404.089,7
10408,343.764,62.148,1409.540,7
10409,335.330,1617.201,1407.484,7
10410,1623.640,4140.820,1424.504,7
10411,713.229,4077.006,1415.044,7
10412,443.760,2157.540,1413.784,7
10413,1418.828,4915.086,1421.239,7
10414,1273.853,5197.205,1422.623,7
10415,388.340,2416.054,1415.969,7
10416,1158.595,4850.327,1425.726,7
10417,227.703,106.407,1420.117,7
10418,541.347,1109.591,1424.346,7
10419,258.626,241.700,1425.237,7
10420,790.335,5897.739,1428.134,7
10421,774.271,4679.792,1431.606,7
10422,1153.375,5479.305,1436.216,7
10423,236.137,360.458,1429.564,7
10424,1704.360,3995.438,1449.104,7
10425,590.342,183.284,1437.950,7
10426,578.294,4251.908,1435.995,7
10427,366.654,1695.025,1437.349,7
10428,154.212,5939.163,1429.658,7
10429,1183.494,3185.159,1453.805,7
10430,252.602,227.724,1442.428,7
10431,327.700,2266.706,1443.809,7
10432,1365.416,3607.799,1458.278,7
10433,611.224,3710.759,1450.129,7
10434,525.685,4065.616,1451.575,7
10435,701.583,2910.159,1458.166,7
10436,359.024,74.563,1463.113,7
10437,464.241,1769.447,1463.117,7
10438,1385.897,5175.669,1478.037,7
10439,373.883,1686.919,1467.819,7
10440,424.082,3067.863,1467.525,7
10441,938.121,5115.839,1476.448,7
10442,1607.576,6017.009,1484.279,7
10443,169.472,230.807,1472.626,7
10444,453.398,2560.941,1478.260,7
10445,1121.247,5317.858,1483.516,7
10446,1182.289,6118.423,1486.306,7
10447,434.122,1964.590,1479.097,7
10448,216.860,121.296,1485.016,7
10449,540.946,1511.219,1490.462,7
10450,389.545,2295.951,1488.252,7
10451,499.180,1995.807,1490.745,7
10452,661.825,5531.373,1495.762,7
10453,378.300,1087.284,1498.235,7
10454,370.670,1666.979,1495.647,7
10455,1451.357,3656.072,1512.817,7
10456,791.138,4466.440,1504.059,7
10457,90.358,949.946,1498.264,7
10458,310.030,1852.254,1499.702,7
10459,173.890,186.462,1503.096,7
10460,523.677,4887.493,1506.932,7
10461,613.634,2508.190,1509.380,7
10462,298.785,3000.122,1505.577,7
10463,167.063,91.393,1509.137,7
10464,452.194,1276.528,1519.183,7
10465,310.030,137.521,1521.739,7
10466,1102.372,4120.623,1528.594,7
10467,221.278,110.692,1522.304,7
10468,622.067,1172.771,1528.652,7
10469,275.894,2180.853,1525.950,7
10470,767.042,3271.329,1530.843,7
10471,708.410,3935.907,1534.159,7
10472,178.307,798.214,1531.867,7
10473,579.900,3018.903,1536.801,7
10474,404.002,1649.253,1539.426,7
10475,281.517,1718.078,1536.714,7
10476,517.252,3371.445,1541.841,7
10477,731.301,3537.062,1545.778,7
10478,636.926,1254.471,1556.218,7
10479,1286.302,6012.110,1555.520,7
10480,296.376,566.226,1551.399,7
10481,268.666,627.091,1552.517,7
10482,627.288,3044.738,1558.998,7
10483,1408.386,3097.649,1569.720,7
10484,444.965,1292.228,1559.273,7
10485,987.517,4435.533,1561.763,7
10486,1105.184,6079.467,1563.931,7
10487,4477.359,5755.378,1595.451,7
10488,785.516,2771.896,1568.179,7
10489,889.930,3503.512,1570.125,7
10490,271.477,1199.565,1565.112,7
10491,987.918,4881.536,1571.975,7
10492,587.932,2724.477,1571.142,7
10493,671.865,2939.790,1570.845,7
10494,782.705,4340.137,1574.714,7
10495,605.200,3598.417,1573.770,7
10496,706.803,3317.613,1579.972,7
10497,836.116,3231.866,1589.527,7
10498,179.914,5080.934,1573.420,7
10499,419.263,2467.177,1582.281,7
10500,632.509,3422.435,1587.638,7
10501,1490.311,6117.127,1595.632,7
10502,271.477,1817.000,1597.348,7
10503,233.325,2229.053,1601.382,7
10504,295.171,1856.220,1605.248,7
10505,425.287,1950.650,1607.612,7
10506,477.896,2661.686,1609.533,7
10507,1850.138,4310.604,1632.907,7
10508,326.897,1587.905,1615.485,7
10509,697.165,5291.291,1622.856,7
10510,605.200,2101.842,1622.859,7
10511,333.322,1147.268,1622.793,7
10512,411.231,1704.465,1624.147,7
10513,536.930,3687.064,1626.170,7
10514,1014.022,1799.781,1630.200,7
10515,984.304,2600.041,1636.961,7
10516,982.296,3543.560,1632.597,7
10517,390.750,762.356,1634.841,7
10518,456.210,5976.365,1631.911,7
10519,587.129,2533.820,1640.560,7
10520,789.933,3628.143,1643.908,7
10521,202.804,630.745,1640.061,7
10522,126.502,2826.345,1642.472,7
10523,412.034,2429.782,1650.356,7
10524,616.445,3803.859,1650.665,7
10525,1077.875,4012.430,1655.022,7
10526,863.826,3314.226,1658.913,7
10527,980.288,4774.242,1664.201,7
10528,255.413,1887.032,1658.654,7
10529,846.959,3080.288,1669.350,7
10530,1465.011,6135.138,1670.148,7
10531,250.192,1916.149,1661.025,7
10532,472.273,5331.904,1670.814,7
10533,285.934,1609.389,1672.282,7
10534,454.603,3672.688,1675.901,7
10535,320.873,743.631,1676.216,7
10536,626.485,3167.517,1680.381,7
10537,268.666,216.822,1678.248,7
10538,427.295,1375.277,1683.781,7
10539,312.038,1927.667,1692.914,7
10540,361.835,1500.806,1700.774,7
10541,147.385,1121.798,1700.840,7
10542,795.154,3563.440,1710.158,7
10543,559.017,1969.362,1708.924,7
10544,639.336,4413.511,1710.899,7
10545,353.402,1757.050,1714.283,7
10546,357.819,2282.718,1716.787,7
10547,51.404,5581.749,1705.957,7
10548,770.255,3927.215,1723.568,7
10549,302.399,1202.864,1721.933,7
10550,355.811,1717.763,1722.675,7
10551,435.728,3302.487,1724.476,7
10552,758.207,5533.224,1731.910,7
10553,345.370,1027.231,1725.111,7
10554,903.986,5485.027,1731.640,7
10555,721.662,1231.215,1734.446,7
10556,283.525,1906.838,1726.903,7
10557,660.219,3114.626,1738.806,7
10558,285.934,3234.271,1736.717,7
10559,642.147,2370.150,1742.817,7
10560,946.956,4673.528,1747.079,7
10561,472.273,3772.029,1744.447,7
10562,731.301,4720.935,1753.901,7
10563,502.393,3061.815,1754.739,7
10564,679.495,1599.398,1765.512,7
10565,1841.303,5777.498,1774.321,7
10566,980.288,4134.937,1768.270,7
10567,226.097,1162.013,1763.278,7
10568,241.357,1871.217,1765.034,7
10569,207.222,1130.204,1772.881,7
10570,608.012,1181.042,1779.361,7
10571,1288.310,5943.194,1784.578,7
10572,731.301,3733.542,1780.460,7
10573,500.385,2717.032,1779.928,7
10574,1125.665,4836.467,1791.537,7
10575,257.019,1312.886,1789.924,7
10576,1826.043,4391.582,1812.690,7
10577,1181.085,5233.613,1805.714,7
10578,542.150,215.621,1801.067,7
10579,500.786,2308.886,1800.278,7
10580,736.120,2923.123,1802.100,7
10581,346.575,84.165,1800.819,7
10582,408.822,1259.673,1807.865,7
10583,339.346,1295.522,1807.411,7
10584,505.605,2731.684,1810.243,7
10585,804.792,3219.284,1814.964,7
10586,716.442,3953.611,1814.088,7
10587,364.646,1384.721,1811.372,7
10588,162.645,1719.464,1807.646,7
10589,3708.309,6139.653,1844.972,7
10590,628.493,2953.359,1820.953,7
10591,614.437,2647.504,1821.850,7
10592,329.306,1092.729,1824.471,7
10593,472.675,2296.656,1825.178,7
10594,757.806,4656.304,1830.961,7
10595,561.427,1719.911,1832.013,7
10596,892.741,4039.842,1835.789,7
10597,488.337,4572.154,1841.570,7
10598,51.805,1277.746,1830.943,7
10599,415.247,2372.507,1839.892,7
10600,540.946,2619.288,1845.966,7
10601,301.596,942.996,1842.592,7
10602,183.126,1915.096,1841.805,7
10603,869.850,3309.114,1850.518,7
10604,379.104,1811.355,1846.727,7
10605,456.611,1640.992,1856.913,7
10606,445.768,1431.767,1858.020,7
10607,961.413,2693.513,1863.672,7
10608,669.455,4130.274,1860.551,7
10609,536.528,2573.186,1865.595,7
10610,189.552,4509.941,1867.672,7
10611,85.539,1280.469,1865.392,7
10612,1330.076,5854.253,1885.883,7
10613,534.520,2419.223,1881.963,7
10614,656.203,4226.975,1887.952,7
10615,282.320,238.636,1884.779,7
10616,369.465,5182.363,1888.599,7
10617,375.891,3615.674,1890.113,7
10618,185.134,166.240,1889.094,7
10619,166.259,1895.182,1887.729,7
10620,962.217,4746.325,1898.770,7
10621,689.937,3099.203,1904.927,7
10622,938.924,3950.869,1906.436,7
10623,447.374,2275.833,1911.800,7
10624,369.465,2725.038,1911.485,7
10625,422.074,3261.703,1915.851,7
10626,645.761,3651.822,1918.433,7
10627,599.980,4280.327,1920.419,7
10628,443.359,2212.982,1920.986,7
10629,963.823,5221.292,1926.133,7
10630,520.063,3006.094,1923.629,7
10631,1310.398,5315.712,1933.697,7
10632,460.627,1595.765,1928.497,7
10633,297.580,589.454,1929.199,7
10634,152.605,26.287,1927.730,7
10635,305.211,4594.197,1931.002,7
10636,2146.112,4757.387,1940.753,7
10637,508.417,3200.270,1935.616,7
10638,374.686,1484.919,1942.342,7
10639,668.251,2239.578,1947.079,7
10640,749.372,4868.634,1950.564,7
10641,708.811,4129.801,1950.816,7
10642,795.154,2437.218,1955.284,7
10643,886.717,4401.278,1956.265,7
10644,1569.827,5835.015,1975.607,7
10645,499.180,2649.032,1965.760,7
10646,642.549,4672.469,1968.670,7
10647,173.488,14.245,1967.315,7
10648,218.868,419.265,1967.966,7
10649,321.676,650.545,1971.478,7
10650,317.660,4267.151,1973.199,7
10651,157.023,213.854,1980.745,7
10652,178.307,785.883,1979.194,7
10653,508.818,1461.344,1983.724,7
10654,723.670,2755.508,1990.173,7
10655,716.442,4519.669,1987.775,7
10656,128.108,885.364,1987.792,7
10657,320.873,1955.484,1991.458,7
10658,532.914,3324.504,1994.137,7
10659,677.889,1850.635,2001.745,7
10660,1346.139,4262.219,2010.078,7
10661,383.120,2298.323,2005.220,7
10662,241.759,1209.579,2012.452,7
10663,179.914,5344.559,2013.036,7
10664,418.058,786.741,2018.736,7
10665,112.446,4775.883,2015.942,7
10666,164.653,80.202,2018.364,7
10667,192.363,294.463,2021.313,7
10668,675.881,1003.587,2029.979,7
10669,1523.242,2738.962,2035.544,7
10670,270.674,344.920,2025.049,7
10671,529.701,3071.017,2030.462,7
10672,1085.104,4856.109,2036.315,7
10673,171.079,45.175,2029.472,7
10674,357.418,591.621,2037.702,7
10675,265.453,1083.509,2037.652,7
10676,394.766,1538.019,2053.348,7
10677,326.495,1809.500,2053.723,7
10678,518.456,3416.955,2059.524,7
10679,770.255,3453.272,2063.094,7
10680,108.430,101.282,2052.206,7
10681,629.296,1026.725,2066.323,7
10682,386.734,273.210,2059.408,7
10683,639.336,4167.267,2066.059,7
10684,1071.048,3313.556,2075.373,7
10685,526.488,3658.871,2070.245,7
10686,321.676,713.032,2075.976,7
10687,170.275,775.275,2080.664,7
10688,258.626,860.247,2093.640,7
10689,292.360,11.396,2097.383,7
10690,224.490,461.224,2102.742,7
10691,365.450,1730.078,2111.404,7
10692,181.118,313.575,2110.260,7
10693,563.435,4138.736,2117.214,7
10694,578.294,4475.401,2115.674,7
10695,957.397,5236.498,2121.966,7
10696,297.580,1019.635,2115.807,7
10697,991.533,3891.070,2128.645,7
10698,532.111,2459.856,2126.181,7
10699,479.903,3250.895,2127.988,7
10700,250.192,470.279,2124.990,7
10701,129.313,186.857,2126.900,7
10702,4457.279,4184.015,2174.461,7
10703,1134.098,5085.617,2143.316,7
10704,216.459,493.496,2133.675,7
10705,332.920,1729.718,2142.563,7
10706,510.425,2307.283,2144.881,7
10707,437.736,2401.780,2145.037,7
10708,422.877,3695.701,2149.267,7
10709,443.359,2213.285,2155.513,7
10710,312.038,2518.836,2154.712,7
10711,569.459,2761.585,2157.639,7
10712,571.467,3207.082,2162.075,7
10713,693.149,4082.906,2166.309,7
10714,286.336,1686.802,2164.241,7
10715,362.237,2805.869,2166.954,7
10716,1114.019,4629.408,2178.182,7
10717,409.223,4123.922,2172.703,7
10718,291.155,1718.081,2170.572,7
10719,324.085,2902.000,2174.764,7
10720,679.495,4766.772,2185.906,7
10721,512.433,2809.381,2210.827,7
10722,654.596,4080.276,2212.956,7
10723,354.205,2585.817,2215.787,7
10724,255.011,425.671,2213.868,7
10725,308.022,2984.455,2216.111,7
10726,397.577,1788.006,2220.135,7
10727,276.296,2040.579,2221.724,7
10728,332.519,736.148,2232.741,7
10729,102.808,1632.446,2226.553,7
10730,261.839,2110.744,2229.278,7
10731,653.793,3455.542,2239.162,7
10732,613.232,3752.111,2240.244,7
10733,359.827,315.525,2253.084,7
10734,316.857,1913.352,2256.084,7
10735,297.580,2592.993,2258.176,7
10736,119.273,1421.111,2256.459,7
10737,112.446,5609.207,2255.079,7
10738,343.362,924.376,2265.882,7
10739,732.907,2349.495,2271.658,7
10740,681.102,584.552,2278.473,7
10741,269.067,2048.677,2270.118,7
10742,306.415,2126.908,2271.716,7
10743,571.868,3530.613,2283.902,7
10744,500.786,3571.142,2285.370,7
10745,981.493,5764.856,2291.161,7
10746,1511.596,3981.438,2298.944,7
10747,2750.108,5855.644,2304.296,7
10748,271.878,1057.291,2283.446,7
10749,244.972,389.710,2289.845,7
10750,284.328,913.359,2295.669,7
10751,306.415,455.354,2298.921,7
10752,296.376,3241.100,2299.443,7
10753,517.653,3864.607,2302.233,7
10754,1149.760,5698.641,2308.501,7
10755,335.330,411.928,2302.809,7
10756,659.817,1644.422,2307.951,7
10757,365.048,2682.430,2308.600,7
10758,1141.729,2117.008,2318.948,7
10759,767.846,4570.586,2317.563,7
10760,323.282,2319.566,2313.148,7
10761,870.252,3522.264,2327.151,7
10762,283.525,938.352,2327.830,7
10763,301.998,1530.784,2326.640,7
10764,183.126,615.874,2327.894,7
10765,269.870,509.239,2330.485,7
10766,1258.190,6141.760,2336.786,7
10767,382.316,3038.434,2334.261,7
10768,925.270,6010.436,2342.170,7
10769,2269.000,5272.994,2347.284,7
10770,295.572,647.874,2335.736,7
10771,735.317,3843.966,2344.783,7
10772,1044.543,4227.109,2348.743,7
10773,1465.412,4764.576,2354.355,7
10774,263.847,1680.437,2348.650,7
10775,52.207,931.578,2347.397,7
10776,240.554,614.854,2365.149,7
10777,666.243,3076.064,2366.613,7
10778,330.913,1536.189,2365.770,7
10779,269.469,2185.108,2365.017,7
10780,765.034,4032.238,2370.441,7
10781,767.846,5969.962,2371.425,7
10782,891.938,4257.102,2378.452,7
10783,178.307,1160.678,2372.611,7
10784,641.745,4149.064,2382.397,7
10785,201.198,1175.673,2384.317,7
10786,373.883,1862.661,2388.855,7
10787,613.634,3177.717,2392.581,7
10788,1067.434,5204.036,2409.397,7
10789,269.469,3121.683,2403.967,7
10790,232.121,409.399,2406.114,7
10791,877.079,5349.892,2412.336,7
10792,803.587,4230.051,2413.015,7
10793,1481.878,5841.911,2421.143,7
10794,1181.085,6080.983,2417.776,7
10795,1151.768,2459.873,2428.408,7
10796,344.567,3314.293,2417.710,7
10797,56.625,2.321,2415.997,7
10798,220.474,891.154,2417.742,7
10799,118.068,764.922,2421.954,7
10800,691.945,5382.622,2431.201,7
